Transaction_ID,Date,Customer_ID,Customer_Name,County,Eircode,Product_ID,Product_Category,Unit_Price_EUR,Quantity,VAT_Rate,Total_Amount_EUR,Payment_Method
IE-TXN-000075,26/06/2024,CUST-0959,Catriona Philban,Dublin,C79 Y9NP,PROD-0010,Beverages,169.94,6,23%,1254.16,Mastercard
IE-TXN-000076,30/11/2024,CUST-0720,Martha McGovern,Meath,E81N3NK,PROD-0071,Groceries,61.33,8,23%,603.49,Revolut
IE-TXN-000077,26/10/2025,CUST-0343,Alison McFaull,Galway,A62RH2Y,PROD-0076,Clothing,290.4,4,23%,1428.77,Visa
IE-TXN-000078,12/07/2025,CUST-0606,Gregory O'Rooney,Donegal,E93XY14,PROD-0062,Groceries,326.68,5,23%,2009.08,Revolut
IE-TXN-000079,15/12/2024,CUST-0142,Phoebe Dooey,Kerry,F03V3Y1,PROD-0036,Health & Beauty,83.35,1,23%,102.52,Google Pay
IE-TXN-000080,16/09/2025,CUST-0871,Nuala Small,Offaly,A65HDPC,PROD-0056,Home Decor,154.53,5,23%,950.36,Mastercard
IE-TXN-000081,31/07/2025,CUST-0529,Heather Fannon,Limerick,V99WV89,PROD-0042,Health & Beauty,21.7,6,23%,160.15,Revolut
IE-TXN-000082,12/03/2023,CUST-0454,Zak Colley,Offaly,E94CCPW,PROD-0023,Clothing,368.12,6,23%,2716.73,Apple Pay
IE-TXN-000083,30/06/2025,CUST-0755,Fionnuala Mullaney,Meath,V6399VY,PROD-0038,Health & Beauty,472.98,2,23%,1163.53,Mastercard
IE-TXN-000084,23/05/2024,CUST-0600,Mr. Killian Foody,Westmeath,R97 RX4V,PROD-0040,Home Decor,260.71,2,23%,641.35,Mastercard
IE-TXN-000085,21/03/2025,CUST-0621,Mrs. Susannah Wynne,Kilkenny,A448Y8W,PROD-0078,Beverages,64.25,2,23%,158.06,Mastercard
IE-TXN-000086,04/06/2023,CUST-0547,Jason Branaola-Guerin,Londonderry,R88 PDEW,PROD-0076,Clothing,290.4,1,23%,357.19,Google Pay
IE-TXN-000087,13/10/2025,CUST-0746,Tony Donovan,Down,T666D1F,PROD-0040,Home Decor,260.71,9,23%,2886.06,Visa
IE-TXN-000088,25/12/2023,CUST-0717,Dr. Susan Finucane,Down,Y71 R2TR,PROD-0031,Groceries,31.19,1,23%,38.36,Revolut
IE-TXN-000089,20/05/2023,CUST-0668,Cal Hastie,Cavan,K97 3RH7,PROD-0054,Clothing,321.83,4,23%,1583.4,Revolut
IE-TXN-000090,11/11/2023,CUST-0103,Dean O'Mullan,Louth,K306NF8,PROD-0012,Electronics,279.46,8,23%,2749.89,Revolut
IE-TXN-000091,16/01/2023,CUST-0793,Curtis McCrea,Limerick,V38 033D,PROD-0082,Home Decor,330.88,5,23%,2034.91,Mastercard
IE-TXN-000092,02/04/2023,CUST-0255,Mrs. Dawn Hurley,Cavan,V875YPE,PROD-0026,Clothing,12.89,5,23%,79.27,Revolut
IE-TXN-000093,08/04/2023,CUST-0709,Janice Tuohey,Waterford,E475224,PROD-0074,Electronics,293.57,8,23%,2888.73,Apple Pay
IE-TXN-000094,26/05/2023,CUST-0467,Billie-Jo Blanch,Limerick,X09999V,PROD-0062,Groceries,326.68,1,23%,401.82,Revolut
IE-TXN-000095,05/06/2024,CUST-0462,Mr. Andrew Stoices,Cavan,K753VVW,PROD-0041,Health & Beauty,73.36,9,23%,812.1,Visa
IE-TXN-000096,08/12/2025,CUST-0602,Cathy Phillips,Louth,T70 X9N9,PROD-0087,Home Decor,468.0,7,23%,4029.48,Revolut
IE-TXN-000097,02/06/2024,CUST-0781,Jonathon O'Brown,Laois,D23YFF5,PROD-0054,Clothing,321.83,3,23%,1187.55,Apple Pay
IE-TXN-000098,28/06/2024,CUST-0492,Mr. Adam McGilroy,Meath,F020684,PROD-0088,Beverages,344.15,2,23%,846.61,Apple Pay
IE-TXN-000099,29/01/2025,CUST-0607,Ms. Martina Grace,Meath,W037F23,PROD-0044,Electronics,333.0,2,23%,819.18,Google Pay
IE-TXN-000100,20/08/2024,CUST-0237,Sacha Burns,Cavan,P99D5PV,PROD-0016,Health & Beauty,124.95,3,23%,461.07,Google Pay
IE-TXN-000101,23/09/2023,CUST-0880,Niamh Rahilly,Offaly,K15 CCK0,PROD-0047,Groceries,29.43,7,23%,253.39,Mastercard
IE-TXN-000102,08/06/2025,CUST-0274,Eilis Irvine,Down,R25 N96E,PROD-0037,Clothing,91.4,4,23%,449.69,Revolut
IE-TXN-000103,24/10/2025,CUST-0649,Eunan Durrihy,Mayo,X92 8XN3,PROD-0058,Electronics,283.69,7,23%,2442.57,Google Pay
IE-TXN-000104,03/01/2025,CUST-0858,Carrie Cafferky,Clare,A84C5P0,PROD-0052,Groceries,309.93,6,23%,2287.28,Apple Pay
IE-TXN-000105,13/03/2023,CUST-0805,Bryan Fox,Cork,P16 P0T8,PROD-0041,Health & Beauty,73.36,10,23%,902.33,Visa
IE-TXN-000106,17/04/2024,CUST-0757,Shane Sinnott,Antrim,V84HR2T,PROD-0080,Groceries,134.08,3,23%,494.76,Mastercard
IE-TXN-000107,15/11/2023,CUST-0909,Lloyd Murnane,Carlow,Y19PV45,PROD-0061,Health & Beauty,112.69,5,23%,693.04,Mastercard
IE-TXN-000108,03/01/2024,CUST-0613,Michael Hession,Monaghan,H80CC56,PROD-0062,Groceries,326.68,10,23%,4018.16,Visa
IE-TXN-000109,19/02/2023,CUST-0116,Miss Naomh Haverty,Louth,T02V430,PROD-0021,Beverages,68.55,6,23%,505.9,Revolut
IE-TXN-000110,16/07/2023,CUST-0955,Toby Filban,Armagh,T708NRT,PROD-0067,Electronics,488.69,5,23%,3005.44,Visa
IE-TXN-000111,03/03/2023,CUST-0653,Joshua McGlynn,Down,C13 V7HX,PROD-0039,Home Decor,54.98,5,23%,338.13,Revolut
IE-TXN-000112,23/04/2023,CUST-0465,Pearse Lahy,Tipperary,E92 HK85,PROD-0002,Beverages,360.91,3,23%,1331.76,Revolut
IE-TXN-000113,23/06/2024,CUST-0805,Bryan Fox,Cork,P16 P0T8,PROD-0068,Electronics,253.1,10,23%,3113.13,Apple Pay
IE-TXN-000114,11/08/2024,CUST-0267,Emily Lynchehaun-Finneran,Waterford,R954ETV,PROD-0060,Home Decor,78.16,2,23%,192.27,Visa
IE-TXN-000115,06/02/2023,CUST-0435,Emmett Deasy,Mayo,Y67 Y3KV,PROD-0001,Electronics,240.48,1,23%,295.79,Revolut
IE-TXN-000116,17/07/2024,CUST-0302,Kirsten Finn,Clare,A243508,PROD-0055,Home Decor,161.99,2,23%,398.5,Revolut
IE-TXN-000117,22/12/2025,CUST-0902,Bryony Moody,Roscommon,Y23RCT6,PROD-0010,Beverages,169.94,1,23%,209.03,Revolut
IE-TXN-000118,27/08/2023,CUST-0478,Jacqueline McAleavy,Meath,R2367YT,PROD-0014,Beverages,29.39,8,23%,289.2,Visa
IE-TXN-000119,26/03/2023,CUST-0711,Meibh Cohen,Galway,W18 N77Y,PROD-0045,Health & Beauty,201.53,5,23%,1239.41,Visa
IE-TXN-000120,12/04/2025,CUST-0668,Cal Hastie,Cavan,K97 3RH7,PROD-0099,Groceries,214.14,10,23%,2633.92,Visa
IE-TXN-000121,12/06/2023,CUST-0260,Aedan Stapleton,Offaly,C75 VE8H,PROD-0061,Health & Beauty,112.69,8,23%,1108.87,Visa
IE-TXN-000122,29/08/2025,CUST-0823,Frances Kerlin,Dublin,D34 8X13,PROD-0094,Groceries,143.47,6,23%,1058.81,Apple Pay
IE-TXN-000123,04/01/2023,CUST-0908,Dionne Mullarkey,Monaghan,D83T93K,PROD-0077,Home Decor,44.18,5,23%,271.71,Mastercard
IE-TXN-000124,30/01/2023,CUST-0020,Mr. Caleb Macken,Wicklow,K707AA7,PROD-0097,Groceries,346.24,7,23%,2981.13,Google Pay
IE-TXN-000125,30/01/2025,CUST-0951,Eve McIntyre,Carlow,T08XH7R,PROD-0056,Home Decor,154.53,2,23%,380.14,Mastercard
IE-TXN-000126,19/09/2025,CUST-0367,Clodagh O'Toole,Fermanagh,P40C68P,PROD-0045,Health & Beauty,201.53,4,23%,991.53,Visa
IE-TXN-000127,30/06/2024,CUST-0027,Terri Boyle-Hutton,Fermanagh,F304DX3,PROD-0003,Electronics,160.72,10,23%,1976.86,Apple Pay
IE-TXN-000128,30/08/2023,CUST-0690,Colin Macken,Londonderry,F40 R5RH,PROD-0027,Health & Beauty,99.37,4,23%,488.9,Revolut
IE-TXN-000129,01/01/2025,CUST-0845,Dr. Deane Tracy,Galway,W53 40F8,PROD-0014,Beverages,29.39,7,23%,253.05,Mastercard
IE-TXN-000130,02/03/2023,CUST-0104,Aodhan Corish,Limerick,H93 93N2,PROD-0078,Beverages,64.25,4,23%,316.11,Google Pay
IE-TXN-000131,10/07/2024,CUST-0853,Kurtis Lavery,Galway,F07RCN0,PROD-0012,Electronics,279.46,2,23%,687.47,Revolut
IE-TXN-000132,11/11/2023,CUST-0664,Ms. Gabrielle Stack,Wicklow,P73 F7RT,PROD-0031,Groceries,31.19,6,23%,230.18,Apple Pay
IE-TXN-000133,23/06/2025,CUST-0279,Aidan Heraghty,Roscommon,K94HV09,PROD-0050,Clothing,51.94,7,23%,447.2,Revolut
IE-TXN-000134,22/11/2024,CUST-0306,Erika Comber,Leitrim,Y23ET99,PROD-0023,Clothing,368.12,8,23%,3622.3,Revolut
IE-TXN-000135,15/08/2024,CUST-0050,Brad Harnett,Sligo,F178N9X,PROD-0073,Home Decor,84.35,7,23%,726.25,Revolut
IE-TXN-000136,16/11/2024,CUST-0799,Mr. Robbie Crota,Dublin,T828E69,PROD-0091,Home Decor,287.8,4,23%,1415.98,Apple Pay
IE-TXN-000137,24/12/2025,CUST-0428,Charis Berry,Westmeath,E53D803,PROD-0059,Home Decor,494.09,3,23%,1823.19,Revolut
IE-TXN-000138,04/07/2025,CUST-0190,Helen Agnew,Kilkenny,K90283W,PROD-0065,Home Decor,225.67,5,23%,1387.87,Google Pay
IE-TXN-000139,08/08/2024,CUST-0183,Dr. Callum Leyden,Roscommon,R01 YFAE,PROD-0009,Health & Beauty,68.26,9,23%,755.64,Revolut
IE-TXN-000140,05/10/2025,CUST-0095,Orlaith Allen,Carlow,E269795,PROD-0041,Health & Beauty,73.36,2,23%,180.47,Revolut
IE-TXN-000141,05/07/2023,CUST-0730,Hollie McLoone,Limerick,D71 DXVD,PROD-0036,Health & Beauty,83.35,3,23%,307.56,Mastercard
IE-TXN-000142,24/06/2023,CUST-0679,Jeffrey Barneville,Kilkenny,T9395D7,PROD-0025,Groceries,103.63,1,23%,127.46,Revolut
IE-TXN-000143,20/10/2024,CUST-0007,Fainche Lysaght,Mayo,K77 AH40,PROD-0100,Electronics,297.43,3,23%,1097.52,Apple Pay
IE-TXN-000144,17/04/2023,CUST-0974,Hannah Donnellan,Westmeath,D09 6X9Y,PROD-0049,Clothing,379.57,8,23%,3734.97,Google Pay
IE-TXN-000145,20/07/2024,CUST-0262,Finn Hepenstall,Cavan,N38X351,PROD-0064,Beverages,318.75,7,23%,2744.44,Visa
IE-TXN-000146,29/12/2023,CUST-0263,Mrs. Sacha Gainey,Donegal,E80WR46,PROD-0023,Clothing,368.12,1,23%,452.79,Visa
IE-TXN-000147,06/01/2023,CUST-0489,Caolain Harrington,Waterford,F48AH3C,PROD-0081,Health & Beauty,246.95,2,23%,607.5,Visa
IE-TXN-000148,30/03/2024,CUST-0068,Dr. Don Melia,Laois,X33 4V3N,PROD-0043,Health & Beauty,180.66,1,23%,222.21,Revolut
IE-TXN-000149,13/09/2025,CUST-0755,Fionnuala Mullaney,Meath,V6399VY,PROD-0009,Health & Beauty,68.26,7,23%,587.72,Mastercard
IE-TXN-000150,16/11/2025,CUST-0992,Samuel Landy,Tyrone,W097A42,PROD-0052,Groceries,309.93,7,23%,2668.5,Mastercard
IE-TXN-000151,11/06/2025,CUST-0938,Mr. Reece Hennigan,Antrim,H85EX3A,PROD-0004,Home Decor,222.38,9,23%,2461.75,Revolut
IE-TXN-000152,13/04/2023,CUST-0594,Tyrone O'Reilly-Masterson,Mayo,H36 09D2,PROD-0035,Clothing,84.97,5,23%,522.57,Mastercard
IE-TXN-000153,25/02/2023,CUST-0378,Enya Fitzsimmons,Londonderry,C29 9WXP,PROD-0024,Health & Beauty,95.77,7,23%,824.58,Mastercard
IE-TXN-000154,05/07/2025,CUST-0701,Nicholas McCool,Limerick,C91 5C57,PROD-0075,Home Decor,61.4,6,23%,453.13,Google Pay
IE-TXN-000155,26/03/2023,CUST-0369,Dr. Caleb Cadden,Roscommon,F74 777Y,PROD-0093,Clothing,144.16,1,23%,177.32,Revolut
IE-TXN-000156,19/03/2025,CUST-0775,Zoe Deasy-Colreavy,Sligo,Y3129NE,PROD-0089,Clothing,250.9,4,23%,1234.43,Revolut
IE-TXN-000157,17/11/2025,CUST-0220,Haley Wrenn,Londonderry,T66 YX08,PROD-0021,Beverages,68.55,7,23%,590.22,Visa
IE-TXN-000158,09/07/2023,CUST-0500,Rowan Nicholson,Down,X36 THE6,PROD-0003,Electronics,160.72,7,23%,1383.8,Revolut
IE-TXN-000159,30/08/2024,CUST-0958,Ms. Rebecca Kilgallen,Meath,D45 PRP8,PROD-0094,Groceries,143.47,4,23%,705.87,Visa
IE-TXN-000160,17/12/2023,CUST-0046,Ruth Murphy-Leland,Mayo,E06V3P0,PROD-0007,Home Decor,176.15,10,23%,2166.64,Mastercard
IE-TXN-000161,26/05/2024,CUST-0971,Mark McKeniry,Offaly,P06 8EN9,PROD-0005,Beverages,306.1,5,23%,1882.51,Revolut
IE-TXN-000162,26/12/2025,CUST-0432,Alix McNelis,Tipperary,K18 5TF7,PROD-0018,Beverages,194.3,10,23%,2389.89,Mastercard
IE-TXN-000163,12/10/2023,CUST-0037,Padraigin Flaherty-McColgan,Cork,H63 AVHF,PROD-0060,Home Decor,78.16,1,23%,96.14,Visa
IE-TXN-000164,01/12/2024,CUST-0978,Miss Tamara O'Gorman,Dublin,E97 T9PK,PROD-0034,Beverages,10.71,10,23%,131.73,Apple Pay
IE-TXN-000165,14/08/2025,CUST-0732,Mrs. Faye McDermod,Limerick,W63 N0A3,PROD-0053,Home Decor,351.89,6,23%,2596.95,Apple Pay
IE-TXN-000166,07/04/2023,CUST-0059,Amber Gray,Kildare,P5864WR,PROD-0063,Home Decor,91.48,4,23%,450.08,Google Pay
IE-TXN-000167,09/12/2024,CUST-0084,Dr. Peter McCarney,Monaghan,F969EH2,PROD-0088,Beverages,344.15,10,23%,4233.05,Apple Pay
IE-TXN-000168,23/06/2024,CUST-0495,Mr. Jamie O'Curry,Donegal,K1574F0,PROD-0080,Groceries,134.08,5,23%,824.59,Revolut
IE-TXN-000169,09/04/2023,CUST-0724,Jacqueline O'Mahoney,Cavan,X44RVEC,PROD-0069,Home Decor,198.83,5,23%,1222.8,Mastercard
IE-TXN-000170,20/04/2023,CUST-0187,Naomh Donnelly-Lunney,Dublin,N15RRFA,PROD-0080,Groceries,134.08,4,23%,659.67,Revolut
IE-TXN-000171,28/08/2023,CUST-0271,Mrs. Jamie Riordan,Kerry,H96 DFT4,PROD-0007,Home Decor,176.15,4,23%,866.66,Mastercard
IE-TXN-000172,25/03/2024,CUST-0103,Dean O'Mullan,Louth,K306NF8,PROD-0060,Home Decor,78.16,2,23%,192.27,Google Pay
IE-TXN-000173,02/11/2025,CUST-0527,Elizabeth Scally,Sligo,H30 XFWP,PROD-0075,Home Decor,61.4,10,23%,755.22,Revolut
IE-TXN-000174,11/04/2025,CUST-0851,Garrett McCay,Mayo,D63WX1Y,PROD-0009,Health & Beauty,68.26,4,23%,335.84,Revolut
IE-TXN-000175,26/03/2025,CUST-0157,Jay Looney,Cork,P27R61T,PROD-0090,Clothing,292.4,6,23%,2157.91,Google Pay
IE-TXN-000176,27/10/2025,CUST-0780,Mr. Padraig Leavey,Down,V68VY86,PROD-0076,Clothing,290.4,6,23%,2143.15,Visa
IE-TXN-000177,18/04/2023,CUST-0817,Nicola MacDyer,Laois,V05 5V44,PROD-0055,Home Decor,161.99,1,23%,199.25,Revolut
